156,Canadian Bacon (1995)
157,Casper (1995)
158,Clockers (1995)
159,Congo (1995)
160,Crimson Tide (1995)
161,Crumb (1994)
162,Desperado (1995)
163,Devil in a Blue Dress (1995)
164,Die Hard: With a Vengeance (1995)
165,Doom Generation, The (1995)
166,Feast of July (1995)
167,First Knight (1995)
168,Free Willy 2: The Adventure Home (1995)
169,Hackers (1995)
170,Jeffrey (1995)
171,Johnny Mnemonic (1995)
172,Judge Dredd (1995)
173,Jury Duty (1995)
174,Kids (1995)
175,Living in Oblivion (1995)
176,Lord of Illusions (1995)
177,Love & Human Remains (1993)
178,Mad Love (1995)
179,Mallrats (1995)
180,Mighty Morphin Power Rangers: The Movie (1995)
181,Moonlight and Valentino (1995)
182,Mute Witness (1994)
183,Nadja (1994)
184,Net, The (1995)
185,Nine Months (1995)
186,Party Girl (1995)
187,Prophecy, The (1995)
188,Reckless (1995)
189,Safe (1995)
190,Scarlet Letter, The (1995)
191,Show, The (1995)
192,Showgirls (1995)
193,Smoke (1995)
194,Something to Talk About (1995)
195,Species (1995)
196,Stars Fell on Henrietta, The (1995)
197,Strange Days (1995)
198,Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)
199,Tie That Binds, The (1995)
200,Three Wishes (1995)
201,Total Eclipse (1995)
202,To Wong Foo, Thanks for Everything! Julie Newmar (1995)
203,Under Siege 2: Dark Territory (1995)
204,Unstrung Heroes (1995)
205,Unzipped (1995)
206,Walk in the Clouds, A (1995)
207,Waterworld (1995)
208,White Man's Burden (1995)
209,Wild Bill (1995)
210,Browning Version, The (1994)
211,Bushwhacked (1995)
212,Burnt by the Sun (Utomlyonnye solntsem) (1994)
213,Before the Rain (Pred dozhdot) (1994)
214,Before Sunrise (1995)
215,Billy Madison (1995)
216,Babysitter, The (1995)
217,Boys on the Side (1995)
218,Cure, The (1995)
219,Castle Freak (1995)
220,Circle of Friends (1995)
221,Clerks (1994)
222,Don Juan DeMarco (1995)
223,Disclosure (1994)
224,Dream Man (1995)
225,Drop Zone (1994)
226,Destiny Turns on the Radio (1995)
227,Death and the Maiden (1994)
228,Dolores Claiborne (1995)
229,Dumb & Dumber (Dumb and Dumber) (1994)
230,Eat Drink Man Woman (Yin shi nan nu) (1994)
231,Exotica (1994)
232,Exit to Eden (1994)
233,Ed Wood (1994)
234,French Kiss (1995)
235,Forget Paris (1995)
236,Far From Home: The Adventures of Yellow Dog (1995)
237,Goofy Movie, A (1995)
238,Hideaway (1995)
239,Fluke (1995)
240,Farinelli: il castrato (1994)
241,Gordy (1995)
242,Gumby: The Movie (1995)
243,Glass Shield, The (1994)
244,Hoop Dreams (1994)
245,Heavenly Creatures (1994)
246,Houseguest (1994)
247,Immortal Beloved (1994)
248,Heavyweights (Heavy Weights) (1995)
249,Hunted, The (1995)
250,I.Q. (1994)
251,Interview with the Vampire: The Vampire Chronicles (1994)
252,Jefferson in Paris (1995)
253,Jerky Boys, The (1995)
254,Junior (1994)
255,Just Cause (1995)
256,Kid in King Arthur's Court, A (1995)
257,Kiss of Death (1995)
258,Star Wars: Episode IV - A New Hope (1977)
259,Little Women (1994)
260,Little Princess, A (1995)
261,Ladybird Ladybird (1994)
262,Enfer, L' (1994)
263,Like Water for Chocolate (Como agua para chocolate) (1992)
264,Legends of the Fall (1994)
265,Major Payne (1995)
266,Little Odessa (1994)
267,My Crazy Life (Mi vida loca) (1993)
268,Love Affair (1994)
269,Losing Isaiah (1995)
270,Madness of King George, The (1994)
271,Mary Shelley's Frankenstein (Frankenstein) (1994)
272,Man of the House (1995)
273,Mixed Nuts (1994)
274,Milk Money (1994)
275,Miracle on 34th Street (1994)
276,Miami Rhapsody (1995)
277,My Family (1995)
278,Murder in the First (1995)
279,Nobody's Fool (1994)
280,Nell (1994)
281,New Jersey Drive (1995)
282,New York Cop (Nyû Yôku no koppu) (1993)
283,Beyond Bedlam (1993)
284,Nemesis 2: Nebula (1995)
285,Nina Takes a Lover (1994)
286,Natural Born Killers (1994)
287,Only You (1994)
288,Once Were Warriors (1994)
289,Poison Ivy II (1996)
290,Outbreak (1995)
291,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
292,Perez Family, The (1995)
293,Pyromaniac's Love Story, A (1995)
294,Pulp Fiction (1994)
295,Panther (1995)
296,Pushing Hands (Tui shou) (1992)
297,Priest (1994)
298,Quiz Show (1994)
299,Picture Bride (Bijo photo) (1994)
300,Queen Margot (Reine Margot, La) (1994)
301,Quick and the Dead, The (1995)
302,Roommates (1995)
303,Ready to Wear (Pret-A-Porter) (1994)
304,Three Colors: Red (Trois couleurs: Rouge) (1994)
305,Three Colors: Blue (Trois couleurs: Bleu) (1993)
306,Three Colors: White (Trzy kolory: Bialy) (1994)
307,Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)
308,Rent-a-Kid (1995)
309,Relative Fear (1994)
310,Stuart Saves His Family (1995)
311,Swan Princess, The (1994)
312,Secret of Roan Inish, The (1994)
313,Specialist, The (1994)
314,Stargate (1994)
315,Santa Clause, The (1994)
316,Shawshank Redemption, The (1994)
317,Shallow Grave (1994)
318,Suture (1993)
319,Strawberry and Chocolate (Fresa y chocolate) (1993)
320,Swimming with Sharks (1995)
321,Sum of Us, The (1994)
322,National Lampoon's Senior Trip (1995)
323,To Live (Huozhe) (1994)
324,Tank Girl (1995)
325,Tales from the Crypt Presents: Demon Knight (1995)
326,Star Trek: Generations (1994)
327,Tales from the Hood (1995)
328,Tom & Viv (1994)
329,Village of the Damned (1995)
330,Tommy Boy (1995)
331,Vanya on 42nd Street (1994)
332,Underneath (1995)
333,Walking Dead, The (1995)
334,What's Eating Gilbert Grape (1993)
335,Virtuosity (1995)
336,While You Were Sleeping (1995)
337,War, The (1994)
338,Double Happiness (1994)
339,Muriel's Wedding (1994)
340,Baby-Sitters Club, The (1995)
341,Ace Ventura: Pet Detective (1994)
342,Adventures of Priscilla, Queen of the Desert, The (1994)
343,Backbeat (1993)
344,Bitter Moon (1992)
345,Bullets Over Broadway (1994)
346,Clear and Present Danger (1994)
347,Client, The (1994)
348,Corrina, Corrina (1994)
349,Crooklyn (1994)
350,Crow, The (1994)
351,Cobb (1994)
352,Flintstones, The (1994)
353,Forrest Gump (1994)
354,Four Weddings and a Funeral (1994)
355,Higher Learning (1995)
356,I Like It Like That (1994)
357,I Love Trouble (1994)
358,It Could Happen to You (1994)
359,Jungle Book, The (1994)
360,Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)
361,Lion King, The (1994)
362,Little Buddha (1993)
363,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)
364,Mask, The (1994)
365,Maverick (1994)
366,Mrs. Parker and the Vicious Circle (1994)
367,Naked Gun 33 1/3: The Final Insult (1994)
368,Paper, The (1994)
369,Reality Bites (1994)
370,Red Rock West (1992)
371,Richie Rich (1994)
372,Safe Passage (1994)
373,River Wild, The (1994)
374,Speed (1994)
375,Speechless (1994)
376,Timecop (1994)
377,True Lies (1994)
378,When a Man Loves a Woman (1994)
379,Wolf (1994)
380,Wyatt Earp (1994)
381,Bad Company (1995)
382,Man of No Importance, A (1994)
383,S.F.W. (1994)
384,Low Down Dirty Shame, A (1994)
385,Boys Life (1995)
386,Colonel Chabert, Le (1994)
387,Faster Pussycat! Kill! Kill! (1965)
388,Jason's Lyric (1994)
389,Secret Adventures of Tom Thumb, The (1993)
390,Street Fighter (1994)
391,Coldblooded (1995)
392,Desert Winds (1995)
393,Fall Time (1995)
394,Fear, The (1995)
395,Frank and Ollie (1995)
396,Girl in the Cadillac (1995)
397,Homage (1995)
398,Mirage (1995)
399,Open Season (1996)
400,Two Crimes (Dos crímenes) (1995)
401,Brother Minister: The Assassination of Malcolm X (1994)
402,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
403,Federal Hill (1994)
404,In the Mouth of Madness (1995)
405,8 Seconds (1994)
406,Above the Rim (1994)
407,Addams Family Values (1993)
408,Martin Lawrence: You So Crazy (1994)
409,Age of Innocence, The (1993)
410,Airheads (1994)
411,Air Up There, The (1994)
412,Another Stakeout (1993)
413,Bad Girls (1994)
414,Barcelona (1994)
415,Being Human (1993)
416,Beverly Hillbillies, The (1993)
417,Beverly Hills Cop III (1994)
418,Black Beauty (1994)
419,Blink (1994)
420,Blown Away (1994)
421,Blue Chips (1994)
422,Blue Sky (1994)
423,Body Snatchers (1993)
424,Boxing Helena (1993)
425,Bronx Tale, A (1993)
426,Cabin Boy (1994)
427,Calendar Girl (1993)
428,Carlito's Way (1993)
429,City Slickers II: The Legend of Curly's Gold (1994)
430,Clean Slate (1994)
431,Cliffhanger (1993)
432,Coneheads (1993)
433,Color of Night (1994)
434,Cops and Robbersons (1994)
435,Cowboy Way, The (1994)
436,Dangerous Game (1993)
437,Dave (1993)
438,Dazed and Confused (1993)
439,Demolition Man (1993)
440,Endless Summer 2, The (1994)
441,Even Cowgirls Get the Blues (1993)
442,Fatal Instinct (1993)
443,Farewell My Concubine (Ba wang bie ji) (1993)
444,Favor, The (1994)
445,Fearless (1993)
446,Fear of a Black Hat (1994)
447,With Honors (1994)
448,Flesh and Bone (1993)
449,Widows' Peak (1994)
450,For Love or Money (1993)
451,Firm, The (1993)
452,Free Willy (1993)
453,Fresh (1994)
454,Fugitive, The (1993)
455,Geronimo: An American Legend (1993)
456,Getaway, The (1994)
457,Getting Even with Dad (1994)
458,Go Fish (1994)
459,Good Man in Africa, A (1994)
460,Guilty as Sin (1993)
461,Hard Target (1993)
462,Heaven & Earth (1993)
463,Hot Shots! Part Deux (1993)
464,Live Nude Girls (1995)
465,Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)
466,House of the Spirits, The (1993)
467,House Party 3 (1994)
468,Hudsucker Proxy, The (1994)
469,I'll Do Anything (1994)
470,In the Army Now (1994)
471,In the Line of Fire (1993)
472,In the Name of the Father (1993)
473,Inkwell, The (1994)
474,What's Love Got to Do with It? (1993)
475,Jimmy Hollywood (1994)
476,Judgment Night (1993)
477,Jurassic Park (1993)
478,Kalifornia (1993)
479,Killing Zoe (1994)
480,King of the Hill (1993)
481,Lassie (1994)
482,Last Action Hero (1993)
483,Life with Mikey (1993)
484,Lightning Jack (1994)
485,M. Butterfly (1993)
486,Made in America (1993)
487,Malice (1993)
488,Man Without a Face, The (1993)
489,Manhattan Murder Mystery (1993)
490,Menace II Society (1993)
491,Executive Decision (1996)
492,In the Realm of the Senses (Ai no corrida) (1976)
493,What Happened Was... (1994)
494,Much Ado About Nothing (1993)
495,Mr. Jones (1993)
496,Mr. Wonderful (1993)
497,Mrs. Doubtfire (1993)
498,Naked (1993)
499,Next Karate Kid, The (1994)
500,New Age, The (1994)
501,No Escape (1994)
502,North (1994)
503,Orlando (1992)
504,Perfect World, A (1993)
505,Philadelphia (1993)
506,Piano, The (1993)
507,Poetic Justice (1993)
508,Program, The (1993)
509,Puppet Masters, The (1994)
510,Radioland Murders (1994)
511,Ref, The (1994)
512,Remains of the Day, The (1993)
513,Renaissance Man (1994)
514,Rising Sun (1993)
515,Road to Wellville, The (1994)
516,RoboCop 3 (1993)
517,Robin Hood: Men in Tights (1993)
518,Romeo Is Bleeding (1993)
519,Romper Stomper (1992)
520,Ruby in Paradise (1993)
521,Rudy (1993)
522,Saint of Fort Washington, The (1993)
523,Savage Nights (Nuits fauves, Les) (1992)
524,Schindler's List (1993)
525,Scout, The (1994)
526,Searching for Bobby Fischer (1993)
527,Second Best (1994)
528,Secret Garden, The (1993)
529,Serial Mom (1994)
530,Shadow, The (1994)
531,Shadowlands (1993)
532,Short Cuts (1993)
533,Simple Twist of Fate, A (1994)
534,Sirens (1994)
535,Six Degrees of Separation (1993)
536,Sleepless in Seattle (1993)
537,Sliver (1993)
538,Blade Runner (1982)
539,Son in Law (1993)
540,So I Married an Axe Murderer (1993)
541,Striking Distance (1993)
542,Harem (1985)
543,Super Mario Bros. (1993)
544,Surviving the Game (1994)
545,Terminal Velocity (1994)
546,Thirty-Two Short Films About Glenn Gould (1993)
547,Threesome (1994)
548,Nightmare Before Christmas, The (1993)
549,Three Musketeers, The (1993)
550,Tombstone (1993)
551,Trial by Jury (1994)
552,True Romance (1993)
553,War Room, The (1993)
554,Pagemaster, The (1994)
555,Paris, France (1993)
556,Beans of Egypt, Maine, The (1994)
557,Killer (Bulletproof Heart) (1994)
558,Welcome to the Dollhouse (1995)
559,Germinal (1993)
560,Chasers (1994)
561,Cronos (1993)
562,Naked in New York (1994)
563,Kika (1993)
564,Bhaji on the Beach (1993)
565,Little Big League (1994)
566,Slingshot, The (Kådisbellan) (1993)
567,Wedding Gift, The (1994)
568,Foreign Student (1994)
569,Ciao, Professore! (Io speriamo che me la cavo) (1992)
570,Spanking the Monkey (1994)
571,Little Rascals, The (1994)
572,Fausto (1993)
573,Andre (1994)
574,Escort, The (Scorta, La) (1993)
575,Princess Caraboo (1994)
576,Celluloid Closet, The (1995)
577,Métisse (Café au Lait) (1993)
578,Dear Diary (Caro Diario) (1994)
579,I Don't Want to Talk About It (De eso no se habla) (1993)
580,Brady Bunch Movie, The (1995)
581,Home Alone (1990)
582,Ghost (1990)
583,Aladdin (1992)
584,Terminator 2: Judgment Day (1991)
585,Dances with Wolves (1990)
586,Tough and Deadly (1995)
587,Batman (1989)
588,Silence of the Lambs, The (1991)
589,Snow White and the Seven Dwarfs (1937)
590,Beauty and the Beast (1991)
591,Pinocchio (1940)
592,Pretty Woman (1990)
593,Window to Paris (Okno v Parizh) (1994)
594,Wild Bunch, The (1969)
595,Love and a .45 (1994)
596,Wooden Man's Bride, The (Yan shen) (1994)
597,Great Day in Harlem, A (1994)
598,Bye Bye, Love (1995)
599,Criminals (1996)
600,One Fine Day (1996)
601,Candyman: Farewell to the Flesh (1995)
602,Century (1993)
603,Fargo (1996)
604,Homeward Bound II: Lost in San Francisco (1996)
605,Heavy Metal (1981)
606,Hellraiser: Bloodline (1996)
607,Pallbearer, The (1996)
608,Jane Eyre (1996)
609,Loaded (1994)
610,Bread and Chocolate (Pane e cioccolata) (1973)
611,Aristocats, The (1970)
612,Flower of My Secret, The (La flor de mi secreto) (1995)
613,Two Much (1995)
614,Ed (1996)
615,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)
616,My Favorite Season (1993)
617,Modern Affair, A (1995)
618,Condition Red (Beyond the Law) (1995)
619,Asfour Stah (1990)
620,Thin Line Between Love and Hate, A (1996)
621,Last Supper, The (1995)
622,Primal Fear (1996)
623,Rude (1995)
624,Carried Away (1996)
625,All Dogs Go to Heaven 2 (1996)
626,Land and Freedom (Tierra y libertad) (1995)
627,Denise Calls Up (1995)
628,Theodore Rex (1995)
629,Family Thing, A (1996)
630,Frisk (1995)
631,Sgt. Bilko (1996)
632,Jack and Sarah (1995)
633,Girl 6 (1996)
634,Diabolique (1996)
635,Little Indian, Big City (Un indien dans la ville) (1994)
636,Roula (1995)
637,Peanuts - Die Bank zahlt alles (1996)
638,Happy Weekend (1996)
639,Nelly & Monsieur Arnaud (1995)
640,Courage Under Fire (1996)
641,Mission: Impossible (1996)
642,Cold Fever (Á köldum klaka) (1995)
643,Moll Flanders (1996)
644,Superweib, Das (1996)
645,301, 302 (301/302) (1995)
646,Dragonheart (1996)
647,And Nobody Weeps for Me (Und keiner weint mir nach) (1996)
648,My Mother's Courage (Mutters Courage) (1995)
649,Eddie (1996)
650,Yankee Zulu (1994)
651,Billy's Holiday (1995)
652,Purple Noon (Plein soleil) (1960)
653,August (1996)
654,James and the Giant Peach (1996)
655,Fear (1996)
656,Kids in the Hall: Brain Candy (1996)
657,Faithful (1996)
658,Underground (1995)
659,All Things Fair (Lust och fägring stor) (1995)
660,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
661,Song of the Little Road (Pather Panchali) (1955)
662,World of Apu, The (Apur Sansar) (1959)
663,Mystery Science Theater 3000: The Movie (1996)
664,Tarantella (1995)
665,Space Jam (1996)
666,Barbarella (1968)
667,Hostile Intentions (1994)
668,They Bite (1996)
669,Some Folks Call It a Sling Blade (1993)
670,Run of the Country, The (1995)
671,Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)
672,Coup de torchon (Clean Slate) (1981)
673,Tigrero: A Film That Was Never Made (1994)
674,Eye of Vichy, The (Oeil de Vichy, L') (1993)
675,Windows (1980)
676,It's My Party (1996)
677,Country Life (1994)
678,Operation Dumbo Drop (1995)
679,Promise, The (Versprechen, Das) (1995)
680,Mrs. Winterbourne (1996)
681,Solo (1996)
682,Under the Domim Tree (Etz Hadomim Tafus) (1994)
683,Substitute, The (1996)
684,True Crime (1996)
685,Butterfly Kiss (1995)
686,Feeling Minnesota (1996)
687,Delta of Venus (1995)
688,To Cross the Rubicon (1991)
689,Angus (1995)
690,Daens (1992)
691,Faces (1968)
692,Boys (1996)
693,Quest, The (1996)
694,Cosi (1996)
695,Sunset Park (1996)
696,Mulholland Falls (1996)
697,Truth About Cats & Dogs, The (1996)
698,Oliver & Company (1988)
699,Celtic Pride (1996)
700,Flipper (1996)
701,Captives (1994)
702,Of Love and Shadows (1994)
703,Dead Man (1995)
704,Horseman on the Roof, The (Hussard sur le toit, Le) (1995)
705,Switchblade Sisters (1975)
706,Mouth to Mouth (Boca a boca) (1995)
707,Visitors, The (Visiteurs, Les) (1993)
708,Multiplicity (1996)
709,Wallace & Gromit: The Best of Aardman Animation (1996)
710,Halfmoon (Paul Bowles - Halbmond) (1995)
711,Haunted World of Edward D. Wood Jr., The (1996)
712,Two Friends (1986)
713,Craft, The (1996)
714,Great White Hype, The (1996)
715,Last Dance (1996)
716,War Stories (1995)
717,Cold Comfort Farm (1995)
718,Institute Benjamenta, or This Dream People Call Human Life (1995)
719,Low Life (1994)
720,Heaven's Prisoners (1996)
721,Original Gangstas (1996)
722,Rock, The (1996)
723,Getting Away With Murder (1996)
724,Cemetery Man (Dellamorte Dellamore) (1994)
725,Twister (1996)
726,Barb Wire (1996)
727,Garçu, Le (1995)
728,Honey Moon (Honigmond) (1996)
729,Ghost in the Shell (Kôkaku kidôtai) (1995)
730,Thinner (1996)
731,Spy Hard (1996)
732,Brothers in Trouble (1995)
733,Wallace & Gromit: A Close Shave (1995)
734,Force of Evil (1948)
735,Stupids, The (1996)
736,Arrival, The (1996)
737,Man from Down Under, The (1943)
738,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
739,Careful (1992)
740,Vermont Is For Lovers (1992)
741,Month by the Lake, A (1995)
742,Gold Diggers: The Secret of Bear Mountain (1995)
743,Kim (1950)
744,Carmen Miranda: Bananas Is My Business (1994)
745,Ashes of Time (Dung che sai duk) (1994)
746,Jar, The (Khomreh) (1992)
747,Maya Lin: A Strong Clear Vision (1994)
748,Stalingrad (1993)
749,Phantom, The (1996)
750,Striptease (1996)
751,Last of the High Kings, The (a.k.a. Summer Fling) (1996)
752,Heavy (1995)
753,Jack (1996)
754,I Shot Andy Warhol (1996)
755,Grass Harp, The (1995)
756,Someone Else's America (1995)
757,Marlene Dietrich: Shadow and Light (1996)
758,Costa Brava (1946)
759,Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)
760,Quartier Mozart (1992)
761,Touki Bouki (1973)
762,Wend Kuuni (a.k.a. God's Gift) (1982)
763,Spirits of the Dead (1968)
764,Babyfever (1994)
765,Pharaoh's Army (1995)
766,Trainspotting (1996)
767,'Til There Was You (1997)
768,Independence Day (a.k.a. ID4) (1996)
769,Stealing Beauty (1996)
770,Fan, The (1996)
771,Hunchback of Notre Dame, The (1996)
772,Cable Guy, The (1996)
773,Kingpin (1996)
774,Eraser (1996)
775,Gate of Heavenly Peace, The (1995)
776,Nutty Professor, The (1996)
777,I, the Worst of All (Yo, la peor de todas) (1990)
778,Unforgettable Summer, An (Un été inoubliable) (1994)
779,Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)
780,Hungarian Fairy Tale, A (Hol volt, hol nem volt) (1987)
781,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
782,Midnight Dancers (Sibak) (1994)
783,Somebody to Love (1994)
784,Very Natural Thing, A (1974)
785,Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)
786,Daylight (1996)
787,Frighteners, The (1996)
788,Lone Star (1996)
789,Harriet the Spy (1996)
790,Phenomenon (1996)
791,Walking and Talking (1996)
792,She's the One (1996)
793,Time to Kill, A (1996)
794,American Buffalo (1996)
795,Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)
796,Alaska (1996)
797,Fled (1996)
798,Kazaam (1996)
799,Magic Hunter (Büvös vadász) (1994)
800,Larger Than Life (1996)
801,Boy Called Hate, A (1995)
802,Power 98 (1996)
803,Two Deaths (1995)
804,Very Brady Sequel, A (1996)
805,Stefano Quantestorie (1993)
806,Death in the Garden (Mort en ce jardin, La) (1956)
807,Crude Oasis, The (1995)
808,Hedd Wyn (1992)
809,Collector, The (La collectionneuse) (1967)
810,Kaspar Hauser (1993)
811,Regular Guys (Echte Kerle) (1996)
812,Women Robbers (Diebinnen) (1995)
813,Convent, The (O Convento) (1995)
814,Adventures of Pinocchio, The (1996)
815,Joe's Apartment (1996)
816,First Wives Club, The (1996)
817,Stonewall (1995)
818,Ransom (1996)
819,High School High (1996)
820,Phat Beach (1996)
821,Foxfire (1996)
822,Chain Reaction (1996)
823,Matilda (1996)
824,Emma (1996)
825,Crow: City of Angels, The (1996)
826,House Arrest (1996)
827,Eyes Without a Face (Yeux sans visage, Les) (1959)
828,Tales from the Crypt Presents: Bordello of Blood (1996)
829,Lotto Land (1995)
830,Story of Xinghua, The (Xinghua san yue tian) (1994)
831,Day the Sun Turned Cold, The (Tianguo niezi) (1994)
832,Flirt (1995)
833,Big Squeeze, The (1996)
834,Spitfire Grill, The (1996)
835,Escape from L.A. (1996)
836,Cyclo (Xich lo) (1995)
837,Basquiat (1996)
838,Tin Cup (1996)
839,Dingo (1991)
840,Ballad of Narayama, The (Narayama Bushiko) (1958)
841,Every Other Weekend (Un week-end sur deux) (1990)
842,Mille bolle blu (1993)
843,Crows and Sparrows (Wuya yu maque) (1949)
844,Godfather, The (1972)
845,Hippie Revolution, The (1996)
846,Maybe, Maybe Not (Bewegte Mann, Der) (1994)
847,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
848,Manny & Lo (1996)
849,Wife, The (1995)
850,Small Faces (1996)
851,Bound (1996)
852,Carpool (1996)
853,Death in Brunswick (1991)
854,Kansas City (1996)
855,Gone Fishin' (1997)
856,Lover's Knot (1996)
857,Vive L'Amour (Ai qing wan sui) (1994)
858,Shadow of Angels (Schatten der Engel) (1976)
859,Killer: A Journal of Murder (1995)
860,Nothing to Lose (1994)
861,Supercop 2 (Project S) (Chao ji ji hua) (1993)
862,Girls Town (1996)
863,Bye-Bye (1995)
864,Relic, The (1997)
